Designator,Value,Footprint,Mid X,Mid Y,Rotation,Layer
"Q1","LMUN2215","SOT-23",147.950000,-100.000000,180.000000,top
"Q2","LMUN2215","SOT-23",147.950000,-105.000000,180.000000,top
"R1","0","R_0805_2012Metric",143.450000,-105.000000,270.000000,top
"R2","0","R_0805_2012Metric",143.450000,-100.000000,90.000000,top
